Id,Category
0,0
1,1
2,0
3,0
4,0
5,0
6,1
7,0
8,0
9,1
10,1
11,0
12,0
13,1
14,1
15,0
16,0
17,1
18,1
19,1
20,0
21,1
22,0
23,0
24,1
25,0
26,0
27,0
28,1
29,0
30,1
31,0
32,1
33,0
34,0
35,0
36,0
37,0
38,1
39,0
40,0
41,0
42,1
43,1
44,1
45,0
46,1
47,0
48,1
49,1
50,0
51,0
52,0
53,0
54,0
55,0
56,1
57,0
58,0
59,1
60,0
61,1
62,1
63,0
64,1
65,1
66,1
67,0
68,1
69,0
70,0
71,0
72,0
73,1
74,0
75,1
76,0
77,1
78,1
79,0
80,1
81,0
82,0
83,1
84,0
85,1
86,1
87,1
88,0
89,1
90,0
91,0
92,0
93,0
94,0
95,1
96,0
97,1
98,0
99,0
100,0
101,0
102,0
103,0
104,1
105,1
106,0
107,0
108,0
109,1
110,0
111,1
112,1
113,0
114,0
115,0
116,0
117,1
118,0
119,1
120,0
121,1
122,0
123,0
124,0
125,0
126,1
127,1
128,1
129,0
130,0
131,1
132,0
133,0
134,0
135,1
136,0
137,1
138,0
139,0
140,1
141,0
142,0
143,0
144,1
145,1
146,0
147,1
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,1
157,1
158,1
159,0
160,1
161,1
162,0
163,0
164,0
165,0
166,1
167,0
168,0
169,0
170,1
171,0
172,0
173,1
174,1
175,0
176,0
177,0
178,1
179,0
180,0
181,0
182,1
183,1
184,0
185,0
186,1
187,1
188,0
189,0
190,0
191,1
192,0
193,0
194,0
195,1
196,1
197,1
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,1
209,1
210,1
211,1
212,0
213,0
214,0
215,1
216,0
217,0
218,1
219,1
220,1
221,0
222,0
223,1
224,0
225,0
226,1
227,0
228,0
229,1
230,0
231,1
232,1
233,0
234,0
235,1
236,1
237,0
238,0
239,0
240,0
241,1
242,0
243,0
244,0
245,1
246,0
247,1
248,0
249,1
250,1
251,1
252,0
253,1
254,0
255,0
256,0
257,1
258,0
259,1
260,1
261,0
262,0
263,0
264,1
265,0
266,1
267,0
268,1
269,0
270,0
271,0
272,0
273,0
274,0
275,1
276,0
277,0
278,0
279,0
280,1
281,0
282,0
283,1
284,1
285,1
286,0
287,1
288,0
289,0
290,0
291,0
292,0
293,1
294,1
295,1
296,0
297,0
298,0
299,0
300,0
301,0
302,1
303,0
304,0
305,0
306,1
307,0
308,0
309,1
310,0
311,0
312,1
313,0
314,0
315,0
316,0
317,1
318,0
319,0
320,1
321,1
322,0
323,0
324,1
325,0
326,0
327,1
328,1
329,1
330,1
331,0
332,0
333,0
334,1
335,0
336,1
337,1
338,0
339,1
340,1
341,0
342,0
343,1
344,0
345,0
346,0
347,0
348,1
349,1
350,1
351,0
352,1
353,0
354,1
355,0
356,0
357,0
358,1
359,0
360,0
361,0
362,0
363,1
364,0
365,1
366,1
367,0
368,0
369,0
370,1
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,1
380,0
381,1
382,0
383,1
384,1
385,0
386,0
387,0
388,0
389,1
390,1
391,1
392,1
393,0
394,1
395,1
396,0
397,0
398,0
399,1
400,0
401,0
402,0
403,0
404,1
405,0
406,0
407,1
408,0
409,0
410,1
411,1
412,0
413,0
414,1
415,0
416,0
417,0
418,0
419,0
420,1
421,0
422,1
423,0
424,1
425,0
426,0
427,0
428,0
429,1
430,0
431,1
432,0
433,0
434,0
435,0
436,0
437,1
438,0
439,0
440,1
441,0
442,1
443,1
444,0
445,1
446,1
447,0
448,1
449,0
450,1
451,0
452,1
453,0
454,0
455,0
456,1
457,0
458,0
459,0
460,0
461,1
462,0
463,1
464,0
465,0
466,0
467,0
468,1
469,1
470,0
471,0
472,1
473,0
474,0
475,0
476,1
477,1
478,0
479,0
480,0
481,1
482,0
483,0
484,0
485,1
486,0
487,1
488,0
489,1
490,0
491,0
492,0
493,1
494,0
495,0
496,1
497,0
498,0
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,0
508,1
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,1
526,0
527,0
528,1
529,1
530,0
531,0
532,0
533,0
534,0
535,1
536,0
537,1
538,1
539,1
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,1
548,1
549,1
550,0
551,1
552,0
553,0
554,1
555,0
556,0
557,0
558,0
559,1
560,0
561,0
562,0
563,0
564,1
565,0
566,0
567,1
568,0
569,1
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,1
578,1
579,0
580,0
581,1
582,0
583,1
584,1
585,1
586,1
587,0
588,0
589,0
590,0
591,0
592,1
593,0
594,0
595,1
596,1
597,0
598,0
599,0
600,0
601,1
602,1
603,1
604,0
605,1
606,1
607,0
608,0
609,0
610,1
611,1
612,0
613,1
614,0
615,0
616,1
617,0
618,0
619,0
620,0
621,0
622,1
623,0
624,0
625,0
626,1
627,0
628,0
629,1
630,0
631,1
632,0
633,0
634,1
635,1
636,0
637,0
638,0
639,0
640,0
641,1
642,0
643,0
644,0
645,0
646,1
647,1
648,0
649,0
650,1
651,0
652,0
653,1
654,0
655,0
656,1
657,0
658,0
659,0
660,1
661,0
662,0
663,1
664,0
665,1
666,1
667,0
668,0
669,1
670,0
671,0
672,0
673,1
674,1
675,1
676,0
677,1
678,0
679,1
680,1
681,0
682,0
683,1
684,0
685,0
686,1
687,0
688,0
689,1
690,0
691,1
692,0
693,0
694,1
695,0
696,0
697,0
698,0
699,1
700,1
701,0
702,0
703,1
704,0
705,0
706,0
707,0
708,1
709,0
710,0
711,1
712,1
713,0
714,0
715,1
716,1
717,0
718,1
719,1
720,1
721,0
722,1
723,0
724,0
725,0
726,1
727,0
728,0
729,0
730,0
731,0
732,1
733,1
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,1
742,1
743,0
744,1
745,0
746,0
747,0
748,0
749,1
750,1
751,0
752,0
753,1
754,1
755,1
756,0
757,0
758,1
759,0
760,1
761,1
762,0
763,0
764,0
765,1
766,1
767,0
768,0
769,1
770,0
771,0
772,0
773,0
774,1
775,1
776,1
777,1
778,0
779,0
780,0
781,0
782,0
783,0
784,1
785,1
786,0
787,1
788,0
789,0
790,0
791,0
792,0
793,0
794,1
795,1
796,1
797,0
798,0
799,0
800,0
801,0
802,1
803,0
804,0
805,0
806,1
807,1
808,0
809,0
810,0
811,0
812,1
813,0
814,0
815,0
816,1
817,0
818,0
819,0
820,0
821,1
822,0
823,0
824,1
825,0
826,0
827,1
828,0
829,1
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,1
839,1
840,1
841,1
842,0
843,0
844,1
845,0
846,1
847,0
848,0
849,0
850,0
851,0
852,0
853,1
854,0
855,1
856,0
857,0
858,0
859,1
860,0
861,1
862,1
863,0
864,0
865,0
866,1
867,1
868,0
869,0
870,0
871,0
872,0
873,1
874,0
875,0
876,0
877,0
878,0
879,1
880,0
881,0
882,1
883,0
884,0
885,0
886,0
887,1
888,0
889,0
890,0
891,0
892,0
893,1
894,1
895,1
896,0
897,1
898,0
899,0
900,0
901,0
902,1
903,1
904,1
905,0
906,0
907,1
908,1
909,0
910,0
911,0
912,0
913,0
914,0
915,1
916,1
917,0
918,0
919,1
920,0
921,1
922,0
923,1
924,0
925,1
926,1
927,0
928,1
929,1
930,0
931,1
932,0
933,1
934,0
935,1
936,1
937,1
938,0
939,1
940,1
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,1
955,0
956,0
957,0
958,0
959,1
960,1
961,0
962,0
963,0
964,0
965,0
966,1
967,0
968,0
969,1
970,1
971,0
972,0
973,0
974,0
975,0
976,1
977,0
978,0
979,0
980,1
981,1
982,1
983,0
984,1
985,1
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,1
997,0
998,1
999,1
1000,0
1001,1
1002,0
1003,0
1004,1
1005,0
1006,0
1007,1
1008,1
1009,0
1010,0
1011,1
1012,1
1013,1
1014,0
1015,1
1016,0
1017,1
1018,1
1019,0
1020,0
1021,1
1022,0
1023,0
1024,1
1025,0
1026,0
1027,0
1028,1
1029,1
1030,1
1031,0
1032,1
1033,0
1034,0
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,0
1042,1
1043,0
1044,0
1045,0
1046,0
1047,1
1048,0
1049,0
1050,1
1051,1
1052,1
1053,1
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,1
